Store,Dept,Demand_Avg,Demand_Std,Safety_Stock,ROP
2,19,4053.43993006993,834.1911175145278,1940.4739449846718,10047.353805124532
2,20,5748.619440559441,1154.5091465437622,2685.5895142945405,14182.828395413422
2,21,9910.939860139859,1805.556932745264,4200.04014741575,24021.91986769547
2,22,12923.013846153846,4297.541068285758,9996.82961784219,35842.857310149884
2,23,29170.616573426574,9560.538509884653,22239.47904615594,80580.7121930091
2,24,8309.564545454545,4570.259145558089,10631.21940234389,27250.34849325298
2,25,15299.508391608393,3258.6155505952524,7580.107771336759,38179.12455455354
2,26,9347.725104895104,2825.107609452628,6571.6927366171385,25267.142946407344
2,27,1837.9546153846154,991.7490653384427,2306.9811951319816,5982.890425901212
2,28,798.9132167832167,341.1826460354874,793.6503053225823,2391.476738889016
2,29,7111.482657342657,2376.7340180565543,5528.6976082158435,19751.66292290116
2,30,4981.155384615385,1075.93803382671,2502.8194105919697,12465.13017982274
2,31,3884.756993006993,2005.8597299012429,4665.979367850997,12435.493353864982
2,32,11755.096713286714,6340.951748269338,14750.159040991428,38260.35246756485
2,33,7488.096993006994,3593.3173666471407,8358.682536461169,23334.876522475155
2,34,17595.203496503498,3418.696956208889,7952.485024160209,43142.89201716721
2,35,3875.588601398602,932.5956667557226,2169.380079156226,9920.55728195343
2,36,2631.7505594405598,2237.2714723871645,5204.283417641616,10467.784536522737
2,37,4500.250769230769,578.475010945884,1345.633707908262,10346.1352463698
2,38,85114.996013986,13547.874373690152,31514.71728732886,201744.70931530086
2,39,2.34,3.1199999999999997,7.2576638389424435,11.937663838942443
2,40,78174.5602097902,5350.924677392587,12447.183505133637,168796.30392471404
2,41,2592.2207692307693,1686.239405737954,3922.486781674406,9106.928320135945
2,42,8768.857692307693,873.2103734388736,2031.2395356079298,19568.954920223314
2,44,7245.5411888111885,1691.7340536330812,3935.268290436004,18426.35066805838
2,45,29.139848484848486,40.82070132787734,94.95606663705293,153.2357636067499
2,46,29675.324545454547,7006.625345567603,16298.631860110128,75649.28095101922
2,47,18.068181818181817,608.116849193251,1414.585790462011,1450.7221540983746
2,48,1358.3479136690646,1056.7158722085608,2458.1053121040377,5174.8011394421665
2,49,15568.465664335663,3022.0939259978177,7029.917245064732,38166.84857373606
2,51,16.226666666666667,15.781308468238526,36.71007429523427,69.1634076285676
2,52,4148.373566433566,969.1692244663385,2254.456549431166,10551.2036822983
2,54,104.50286764705882,114.78050374459869,266.9994587957602,476.0051940898778
2,55,13060.297692307693,8443.774849624195,19641.69211227218,45762.28749688757
2,56,5545.122307692308,5557.8482012251425,12928.523689859945,24018.76830524456
2,58,21610.019090909092,6534.45325142416,15200.277266064426,58420.31544788261
2,59,1391.5205594405595,3014.500909380059,7012.2545648931955,9795.295683774315
2,60,221.54594594594593,114.16308333717865,265.563231307184,708.6551231990759
2,67,12125.255594405595,5687.36825176731,13229.809903718242,37480.32109252943
2,71,4634.6093706293705,1415.4967900636818,3292.692265187272,12561.911006446013
2,72,72929.49664335664,34440.91618242843,80115.57434527515,225974.56763198844
2,74,16986.406013986016,2848.982612613146,6627.230155557116,40600.04218352915
2,77,817.5,867.6200205158938,2018.2354002694562,3653.2354002694565
2,78,11.764,5.401183409422627,12.564094076302073,36.092094076302075
2,79,32759.096993006995,4291.736128038877,9983.326314984173,75501.52030099816
2,80,26041.273566433567,1709.544367284232,3976.6981844572156,56059.24531732435
2,81,31000.484265734267,2018.7396797316949,4695.940376226595,66696.90890769513
2,82,24647.232587412585,11399.707182790027,26517.705959957573,75812.17113478275
2,83,5710.719650349651,944.7849066526251,2197.734375830567,13619.173676529868
2,85,3672.0427972027974,1140.119104223793,2652.115767568101,9996.201361973695
2,87,24932.985804195807,5064.383090489064,11780.637827690403,61646.60943608201
2,90,97611.53713286713,8699.454115028855,20236.44665037948,215459.52091611375
2,91,80610.38034965035,5397.3487775475005,12555.174054155994,173775.9347534567
2,92,164840.230979021,19705.5869269229,45838.63002072606,375519.09197876806
2,93,70581.97706293706,8548.692128465942,19885.747990711276,161049.7021165854
2,94,70018.67251748251,7259.141739568028,16886.02900801943,156923.37404298445
2,95,143588.75188811187,10222.130919216685,23778.458310684113,310955.9620869079
2,96,34319.06384615385,4886.9875866621605,11367.984964448258,80006.11265675595
2,97,40697.20405594406,2955.3815884469673,6874.732719470461,88269.14083135857
2,98,14035.40083916084,2394.749377423095,5570.604474312028,33641.40615263371
2,99,475.8969047619047,1084.7821349468943,2523.3923313893774,3475.186140913187
3,1,7328.621048951049,3116.9862634866367,7250.653362495927,21907.895460398024
3,2,16841.775664335662,2040.0873134823823,4745.598693380232,38429.15002205156
3,3,5509.300769230769,3163.541825657981,7358.9497150832985,18377.551253544836
3,4,8434.186503496503,917.9740191199519,2135.367578094723,19003.74058508773
3,5,11695.366573426572,5816.895631502521,13531.11316655709,36921.846313410235
3,6,2012.4118181818183,1313.3923594633368,3055.1795620578064,7080.003198421443
3,7,10044.341608391609,6605.889487518113,15366.450403080207,35455.13361986342
3,8,8310.254195804197,703.714435649452,1636.9624399214158,18257.47083152981
3,9,9062.007692307692,3025.119703490899,7036.9557309289075,25160.971115544293
3,10,10871.944125874126,2083.552220428172,4846.705643189032,26590.593894937287
3,11,8774.928041958041,4041.1262463569137,9400.364047046727,26950.220130962807
3,12,2383.603006993007,473.2981196238644,1100.9739255876846,5868.179939573699
3,13,11363.06167832168,1037.15131978665,2412.594752925321,25138.71810956868
3,14,4626.649020979022,1617.3614703132891,3762.2646979460073,13015.562739904051
3,16,7871.568321678322,4463.638870327185,10383.202057458819,26126.33870081546
3,17,2634.1996503496503,540.0678591248845,1256.2919781236335,6524.691278822934
3,18,2960.677739130435,4612.901394157604,10730.412705443856,16651.768183704728
3,19,731.3131468531468,528.4168364650637,1229.1896685579668,2691.8159622642606
3,20,1682.1992307692308,500.50862933292984,1164.2703141629015,4528.668775701363
3,21,1244.5296503496502,219.29086871547904,510.1087846431433,2999.1680853424436
3,22,3101.76986013986,1136.0410799251254,2642.6295722197774,8846.169292499497
3,23,10913.330069930069,3137.5519276904756,7298.492682180552,29125.15282204069
3,24,2763.627342657343,1341.8225455537213,3121.313130494533,8648.56781580922
3,25,4260.447972027972,954.49461420843,2220.3208480787953,10741.216792134739
3,26,2850.050839160839,991.8473987204821,2307.209935718837,8007.311614040515
3,27,500.19363636363636,221.18040703393646,514.5041801322986,1514.8914528595715
3,28,166.87006993006992,77.40834975612711,180.06531437732465,513.8054542374645
3,29,1517.404055944056,578.1668887584908,1344.9169619924223,4379.725073880534
3,30,1243.926993006993,367.34442665873195,854.5071672429883,3342.361153256974
3,31,878.4754545454546,429.8111094385521,999.8155597909979,2756.766468881907
3,32,4296.111048951049,3092.5925663458984,7193.909370945782,15786.131468847881
3,33,3228.155104895105,1081.307215907884,2515.3090640006985,8971.619273790908
3,34,4579.71916083916,1206.7764264221878,2807.1723178629804,11966.6106395413
3,35,1439.3255244755244,442.94459450472533,1030.3663353179388,3909.0173842689874
3,36,622.6893706293706,489.11971433341455,1137.7777127023978,2383.156453961139
3,38,108598.36412587413,18546.61826385018,43142.66689365864,260339.3951454069
3,40,18203.10825174825,1999.4309081981787,4651.0248079787725,41057.24131147527
3,41,646.832027972028,443.944317517093,1032.6918653037785,2326.3559212478344
3,42,4422.944405594406,1094.0229361222,2544.888045662734,11390.776856851546
3,44,2133.657762237762,618.4046039374334,1438.5169012282804,5705.832425703805
3,45,9.922500000000001,7.541658998824162,17.543213397884937,37.38821339788494
3,46,6179.259510489511,2048.8798196346447,4766.051595288872,17124.570616267894
3,47,38.875,57.38700076796885,133.49216676251595,211.24216676251595
3,49,17.581481481481482,10.044945862793039,23.36629498478447,58.52925794774744
3,51,5.411803278688525,6.674093573461672,15.525104995458634,26.34871155283568
3,52,961.3902097902097,277.1650571346152,644.7342348026646,2567.5146543830842
3,54,58.3112389380531,50.67028935630156,117.86792524678847,234.4904031228947
3,55,7153.737902097902,2847.0090066245325,6622.639204013564,20930.11500820937
3,56,1606.8088811188811,1827.3441150567505,4250.720931138353,7464.338693376116
3,59,244.87845528455284,486.07298384230825,1130.6904865125562,1620.4473970816618
3,60,138.12587412587413,44.31132928811569,103.0758757146886,379.3276239664369
3,67,2021.4826573426574,931.3317578539105,2166.440006741996,6209.405321427311
3,71,1101.6100000000001,500.9200686314598,1165.2273936881775,3368.4473936881777
3,72,22796.856573426576,11253.139860858306,26176.764821382414,71770.47796823556
3,74,3374.9607692307695,783.9525818272615,1823.6103540298986,8573.531892491437
3,77,424.0,734.4570794811634,1708.4751881428576,2556.4751881428574
3,78,6.0,,0.0,12.0
3,79,7230.372447552448,715.4695057971778,1664.306782080192,16125.051677185087
3,80,24.420476190476194,43.75968903867924,101.79266433954756,150.63361672049996
3,81,1429.3000699300699,322.98409590090495,751.3173055684347,3609.9174454285744
3,82,6746.578391608391,1820.9079497569996,4235.749288780193,17728.906071996975
3,83,19.33,,0.0,38.66
3,85,874.1281818181818,289.06553543608857,672.4168216727679,2420.6731853091314
3,87,939.4354545454545,431.5120883406662,1003.7723332104457,2882.643242301355
3,90,1540.0491608391608,273.64022444277765,636.5348595571928,3716.6331812355143
3,91,318.68559440559443,144.41319867024743,335.9302723894442,973.3014612006331
3,92,7568.28020979021,1450.7504043951785,3374.6983170865433,18511.258736666965
3,94,656.2944444444445,1309.2973083914158,3045.6537594670035,4358.242648355892
3,95,15745.528251748252,3090.0102963241366,7187.902560766511,38678.959064263014
3,96,3934.54,844.2661298746514,1963.9101798830586,9832.990179883058
3,97,343.43735714285714,159.75799975066022,371.6249544141483,1058.4996686998625
3,98,30.570833333333333,31.030981787792115,72.18347256671167,133.32513923337834
4,1,36979.94006993007,15156.69065704757,35257.104390926586,109216.98453078672
4,2,93639.31538461539,8190.2905809371805,19052.043519134193,206330.67428836497
4,3,19012.49167832168,15732.32774602074,36596.13659765565,74621.119954299
4,4,56603.40013986014,4239.019016592782,9860.697124780381,123067.49740450067
4,5,45668.406783216786,21509.49967223269,50034.84550157294,141371.6590680065
4,6,8241.777692307693,5773.248484194046,13429.58229389885,29913.137678514235
4,7,50728.1513986014,39443.93050085412,91753.45771211792,193209.7605093207
4,8,62949.72377622378,3563.8414216285246,8290.116350473903,134189.56390292145
4,9,34437.17097902098,8417.522248618689,19580.62398631197,88454.96594435393
4,10,37269.66741258741,5083.018084739719,11823.986072533955,86363.32089770878
4,11,27145.836643356644,7417.829478338837,17255.164348840088,71546.83763555338
4,12,8141.9109790209795,1358.2458738290654,3159.5166547698686,19443.33861281183
4,13,69596.44734265735,4795.4234678125995,11154.990863704963,150347.88554901967
4,14,28567.509440559443,10337.604600001745,24047.07022010184,81182.08910122073
4,16,21270.153006993005,14530.09487315425,33799.53337733801,76339.83939132403
4,17,15815.878041958042,2592.0973842524227,6029.670337405803,37661.426421321885
4,18,13146.54379032258,17703.18282234796,41180.68903972495,67473.7766203701
4,19,3038.317762237762,775.1325819709716,1803.0934969733366,7879.72902144886
4,20,8888.302867132868,1292.7072049666585,3007.062287123999,20783.668021389734
4,21,8865.273146853147,1374.8017676108573,3198.028549520344,20928.574843226637
4,22,17289.916293706294,4323.4105922173,10057.006639755205,44636.839227167795
4,23,46234.012867132864,12111.765130707088,28174.07686374899,120642.10259801472
4,24,10875.301188811189,4523.058638360771,10521.422795207442,32272.025172829817
4,25,15640.748531468531,2631.464143190197,6121.244280610627,37402.74134354769
4,26,18429.75993006993,4402.7683409700985,10241.606595993366,47101.12645613322
4,27,2579.9061538461538,1074.1250464604645,2498.6020859610535,7658.414393653361
4,28,916.2322377622378,285.95509689957356,665.1813994645249,2497.6458749890007
4,29,9472.12118881119,3081.566810471694,7168.261540912058,26112.50391853444
4,30,7683.686783216783,1166.524119020167,2713.538434572711,18080.912001006276
4,31,3813.243986013986,2623.321003450101,6102.3019181660275,13728.789890193999
4,32,13685.43034965035,7858.602605951979,18280.479473665557,45651.34017296626
4,33,12304.056223776224,4516.38183872167,10505.89139543162,35114.003842984064
4,34,25142.675384615384,4685.734994182677,10899.83635453423,61185.187123765
4,35,4376.574755244755,836.8027211279176,1946.5489902111303,10699.69850070064
4,36,3005.231468531468,2472.560790705976,5751.6073847095195,11762.070321772455
4,37,3640.7527272727275,678.6804779431197,1578.7290906935757,8860.234545239031
4,38,80093.94608391607,7603.662909704937,17687.44530233122,177875.33747016336
4,39,1.56,,0.0,3.12
4,40,78729.26307692307,5392.893292631406,12544.809819617378,170003.33597346352
4,41,975.4176223776224,875.3760665331762,2036.277315241509,3987.1125599967536
4,42,9511.818531468532,1203.1919125773277,2798.834113852715,21822.47117678978
4,44,5441.563566433566,1270.0353305795436,2954.3235554251496,13837.450688292281
4,45,13.696938775510203,12.747587713642405,29.653111020208165,57.04698857122857
4,46,39128.89615384616,8136.799155942836,18927.61314064863,97185.40544834096
4,47,23.536153846153848,404.0636752530155,939.9225399083313,986.994847600639
4,48,2324.6155319148934,1600.2948192529243,3722.5646927368216,8371.795756566607
4,49,6911.676643356644,1442.6287088501024,3355.8058375774413,17179.159124290727
4,51,8.2,7.595192259221979,17.667741092811195,34.06774109281119
4,52,3721.521328671329,1128.9730740393986,2626.1881585241777,10069.230815866835
4,54,131.887,127.51198971246454,296.6151143486394,560.3891143486394
4,55,18662.6272027972,9192.310651525844,21382.91686278993,58708.171268384336
4,56,6040.540839160839,7086.6854980677135,16484.865729898676,28565.947408220352
4,58,6078.142307692307,2707.4101678902184,6297.90797201344,18454.192587398054
4,59,1586.4469930069931,4281.808530242379,9960.23299205622,13133.126978070206
4,60,410.7951048951049,104.98953021488593,244.22394772696563,1065.8141575171753
4,67,12471.426713286713,4863.438138163944,11313.204842399367,36256.058268972796
4,71,7686.018741258741,1784.8486181312078,4151.868998011942,19523.906480529426
4,72,101244.45083916084,47323.71482716467,110083.20955946713,312572.1112377888
4,74,20627.30776223776,3272.7232983064814,7612.924851597242,48867.540376072764
4,77,344.57142857142856,279.43148065483314,650.0063309649769,1339.149188107834
4,78,5.375,8.4335638967165,19.617939655964705,30.367939655964705
4,79,52436.656923076924,4019.4919636112645,9350.03893436578,114223.35278051964
4,80,19379.101398601397,2663.216304370381,6195.105342150913,44953.30813935371
4,81,31055.285314685312,2177.909526991812,5066.197185428435,67176.76781479907
4,82,29371.32097902098,11104.214649714066,25830.338821501515,84572.98077954348
4,83,9161.217342657343,1484.1181850816567,3452.3175912128304,21774.752276527517
4,85,2730.06,730.1981179413373,1698.568101232908,7158.688101232908
4,87,14223.462307692309,2402.605116358427,5588.878292388673,34035.80290777329
4,90,89248.96552447553,8967.14025820735,20859.131279075802,199357.06232802686
4,91,66535.4072027972,5469.15947383688,12722.218250857504,145793.0326564519
4,92,159365.1079020979,19283.266108537144,44856.238183536676,363586.4539877325
4,93,67815.16300699301,8601.7457032204,20009.15985321835,155639.48586720438
4,94,68159.10657342657,7845.27793052118,18249.48395602461,154567.69710287775
4,95,147236.4737062937,15175.031831335084,35299.76915932089,329772.7165719083
4,96,38346.57307692308,6821.216792178466,15867.339246852767,92560.48540069893
4,97,39339.23895104895,3107.08242351057,7227.615304399461,85906.09320649736
4,98,15009.249370629372,3254.1086606960757,7569.623959847224,37588.12270110597
4,99,623.182380952381,1584.0810564654605,3684.8486543151016,4931.213416219864
5,1,9774.553076923077,2705.1111255709334,6292.5599988388,25841.666152684957
5,2,12317.953286713288,936.3370499156566,2178.0831885368293,26813.989761963403
5,3,4101.085174825175,2450.6528426867826,5700.645678900439,13902.81602855079
5,4,9860.806783216784,682.5218021370423,1587.6646803396927,21309.27824677326
5,5,6699.202237762238,3652.641753163609,8496.681400175275,21895.08587569975
5,6,1191.0576223776222,1328.74884802248,3090.901431195251,5473.0166759504955
5,7,6124.484335664336,3914.641291929526,9106.137995790978,21355.10666711965
5,8,13735.70944055944,959.1688639054125,2231.1939676300703,29702.61284874895
5,9,7919.805944055944,2904.1495836609038,6755.558146222916,22595.170034334802
5,10,9783.395384615385,1159.5748857728715,2697.3733067370463,22264.164075967816
5,11,7389.049440559441,1711.0476522672486,3980.1950873613387,18758.29396848022
5,12,2515.3472727272724,410.97621227583716,956.0023059294479,5986.696851383993
5,13,11242.656083916085,713.0387975676139,1658.6525310479078,24143.964698880078
5,14,3697.422377622378,1638.9250344408194,3812.425306794434,11207.27006203919
5,16,7717.567622377622,4447.774309411135,10346.29832345846,25781.433568213703
5,17,2396.7813286713285,600.1767756877823,1396.1157954750925,6189.6784528177495
5,18,2185.893,3181.5499493601765,7400.839749762987,11772.625749762987
5,19,46.327368421052626,44.3918729903795,103.2632344055138,195.91797124761905
5,20,1220.832797202797,359.00619263834983,835.1109814960759,3276.77657590167
5,21,1316.4146153846154,237.66296933988176,552.8454930877393,3185.67472385697
5,22,2430.053986013986,1000.2588977100299,2326.776548554652,7186.884520582624
5,23,6141.862727272727,1637.8205088213263,3809.8559876765557,16093.58144222201
5,24,1480.2327972027972,658.3363322944293,1531.4050617805374,4491.870656186132
5,25,2685.5781818181817,633.2204010971892,1472.9810279242631,6844.137391560626
5,26,1782.2095104895104,568.1413609557326,1321.5958367999895,4886.0148577790105
5,27,377.28916083916084,186.3743799623036,433.5392942172212,1188.117615895543
5,28,203.28237762237762,73.43913645544308,170.83223237686826,577.3969876216236
5,29,1343.724895104895,428.0606772374633,995.7437493780611,3683.1935395878513
5,30,857.1524475524476,245.74393967343482,571.643238656135,2285.9481337610305
5,31,655.4497902097903,311.5653235678766,724.755250745827,2035.6548311654076
5,32,2450.897622377622,1237.7162579394144,2879.1437590121946,7780.939003767438
5,33,1598.760909090909,570.475344077088,1327.0250883706829,4524.546906552501
5,34,3602.7625874125874,885.7678718846022,2060.450465857013,9265.975640682187
5,35,1162.082027972028,375.76447480025917,874.0936668964872,3198.2577228405435
5,36,587.0637062937063,443.6747146986486,1032.064722154323,2206.1921347417356
5,38,55199.79188811189,8034.328396102458,18689.248291852968,129088.83206807675
5,40,19328.994965034963,1604.7661849105045,3732.9658686482667,42390.95579871819
5,41,524.7532167832168,418.6989051234208,973.9666356150784,2023.473069181512
5,42,2932.116153846154,386.74408701821625,899.634158742602,6763.86646643491
5,44,1317.444125874126,347.425760431967,808.1728776295408,3443.061129377793
5,45,18.588260869565215,16.51629845268016,38.41978911320444,75.59631085233487
5,46,4895.629510489511,1188.1826201846725,2763.919883517366,12555.178904496388
5,47,38.72727272727273,96.43686111554119,224.328948608775,301.78349406332046
5,49,39.14160714285714,28.827070092144343,67.05678980462027,145.34000409033456
5,51,6.68,3.000133330370502,6.978833071742295,20.338833071742293
5,52,530.8146853146853,259.0774011018639,602.6591940590338,1664.2885646884044
5,54,45.917755102040815,48.74786651489314,113.39603462523499,205.23154482931662
5,55,3445.1,1622.700480997518,3774.684167426346,10664.884167426346
5,56,1220.3167132867134,1459.6458109436412,3395.39058325304,5836.024009826467
5,58,871.1764705882352,605.8122946844406,1409.2249949737209,3151.5779361501914
5,59,78.25601941747573,123.73279389466646,287.82404613482026,444.3360849697717
5,60,236.53146853146853,71.12063191822712,165.43898669091436,638.5019237538514
5,67,3036.8645454545454,1456.1796631117259,3387.32771922095,9461.056810130041
5,71,456.66125874125873,237.1957373018728,551.7586299253505,1465.081147407868
5,72,11656.51909090909,10400.779806477805,24194.026762268193,47507.06494408638
5,74,3523.767972027972,808.1616213118212,1879.9247996845843,8927.460743740528
5,77,465.075,691.4443659832655,1608.420119114497,2538.570119114497
5,78,6.0,,0.0,12.0
5,79,5009.172447552448,446.14941645182665,1037.8213097909281,11056.166204895824
5,80,6.079999999999999,8.798818102449896,20.467584604994485,32.62758460499448
5,81,2615.837132867133,357.77121236631064,832.2382021171701,6063.912467851435
5,82,3887.787482517482,1443.9690292450769,3358.923656443852,11134.498621478817
5,85,935.0770629370629,297.30849804237744,691.5913895039914,2561.7455153781175
5,87,10089.581818181818,1865.5556369865922,4339.607591696419,24518.771228060054
5,90,3059.52,464.8148775709181,1081.2404258810616,7200.280425881061
5,91,1457.2216783216784,382.4987947196072,889.7588688703726,3804.2022255137294
5,92,7759.205594405594,1123.7892542684888,2614.1296901591368,18132.540878970325
5,94,411.4314864864865,949.5019577315869,2208.707058856922,3031.570031829895
5,95,19340.693986013986,2260.0309249414618,5257.22587142285,43938.613843450825
5,96,5985.671118881119,1556.9605097876356,3621.761535431768,15593.103773194005
5,97,667.07031496063,90.6234323471375,210.8058999700855,1544.9465298913453
5,98,29.97608695652174,40.502372852949826,94.21557911737759,154.16775303042107
6,1,23867.553776223776,9950.089558298616,23145.64268637906,70880.75023882661
6,2,50269.43727272727,5277.199941683114,12275.686919109845,112814.56146456438
6,3,16806.63881118881,11062.0534841591,25732.264601419476,59345.5422237971
6,4,34187.3665034965,3068.375076222734,7137.575267632694,75512.3082746257
6,5,34465.30762237762,15995.062009681364,37207.30229144439,106137.91753619965
6,6,7225.566643356644,4803.128740315377,11172.914670632079,25624.047957345367
6,7,34526.87041958042,25936.82491090185,60333.57572206216,129387.316561223
